#id source=all_source.txt	reference=all_reference.txt	test1=MOSES	test2=TECTOMT
no_id	Prague Stock Market falls to minus by the end of the trading day	Pražská burza se ke konci obchodování propadla do minusu	Prague Stock market klesá až na minus na konci obchodního dne	Praha akciový trh klesá na minus konec obchodního dne.
no_id	"We have understood the situation correctly and we want to be truly certain of the words that the American troops are entering German territory not as oppressors and enemies, but rather, as liberators," is what is written in the letter, signed "People who are not indifferent to the fate of Šumava".	"Pochopili jsme správně situaci a chceme si být opravdu jisti slovy, že americké jednotky přicházejí na německé území nikoli jako utlačovatelé a nepřátelé, nýbrž jako osvoboditelé," píše se v dopise, podepsaném slovy "Lidé, jimž leží osud Šumavy na srdci".	"Máme chápat situaci správně a my chceme být skutečně určitá slova, že americké jednotky do německého území tak utlačovatele a nepřátele, ale spíše jako osvoboditelé," je to, co je psáno v dopisu, podepsaného "lidé, kteří nejsou lhostejní k osudu Šumavy".	"Pochopili jsme situaci správně a chceme, aby byla opravdu jisté slov, americká vojska která vstupují německé území ne jako tyrani a nepřátelé, ale spíše jako osvoboditelé," jsou, co je napsáno v dopise podepsaném "lidi, kteří nejsou lhostejní osudu Šumavy."
no_id	Since the annexation by Czechoslovakia supposedly only gives the Sudeten Germans hope for - knowing the Czech national character - brutality, disregard, lack of understanding, oppression and slavery, the authors of the letter ask the American president to take over the protectorate of Šumava forever.	Poněvadž připojení k Československu dává údajně sudetským Němcům - při znalosti české národní povahy - naději jen na brutalitu, bezohlednost, neporozumění, útlak a otroctví, prosí autoři dopisu amerického prezidenta, aby nad Šumavou převzal protektorát pro nynější i věčné časy.	Od anexe v Československu údajně udává pouze Oldřich Kinský naděje - s vědomím české národní povahy - brutalita, lhostejnost, nedostatek porozumění, útlaku a otroctví, autoři dopisu se americký prezident k převzetí protektorátu Šumavy navždy.	Když anexe Československem údajně pouze dává, Sudety Němci doufají - znají českou národní povahu - na brutalitu, lhostejnost, nedostatek porozumění, útlak a otroctví, protože autoři dopisu žádají amerického prezidenta, aby převzal protektorát Šumavy navždy.
no_id	"We cannot believe that without considering the opinion of a quarter of a million people, you would award this territory to a state foreign to us, which oppresses and oppugns minorities and which has contributed nothing, absolutely nothing, to the victory of the Allies," is written in the letter.	"Nemůžeme věřit tomu, že byste bez ohledu na názor čtvrt milionu obyvatel přiznal toto území nějakému státu nám cizímu, který utiskuje a vyvrací menšiny a ničím, zhola ničím nepřispěl k vítězství Spojenců," píše se v dopise.	"Nemůžeme věřit, že bez ohledu na mínění o čtvrt milionu lidí, že by udělení tohoto území do stavu nám cizí, které utiskuje a oppugns menšin a která přispěla nic, absolutně nic, k vítězství spojenců," napsal v dopise.	"Nemůžeme věřit, že by, aniž považujeme stanovisko čtvrti miliónů lidí, přidělil toto území státu cizímu nám, který utlačuje a oppugns menšiny a který nepřispěl ničím vůbec ničím k vítězství spojenců," jsou psáni v dopise.
no_id	The reason why the authors could not sign their names was the supposed fear of revenge by the "Czech oppressors".	Důvodem, proč se autoři nemohou podepsat, je údajně obava z pomstychtivosti "českých utlačovatelů".	Důvodem, proč se autoři nemohli jejich jména jsem měl strach z pomsty za "českého utlačovatelům".	Důvod, proč by autoři nemohli podepsat svá jména, byl, jsou předpokládána, strach z pomsty "českými tyrany."
no_id	If the president of the USA were to supposedly have doubts about the persuasion of the Šumava Germans, it would be enough to organize a referendum in the Šumava region on whether its inhabitants want to become a part of the USA or live under the patronage of the United States.	Pokud by prezident USA údajně pochyboval o smýšlení šumavských Němců, stačilo, aby v šumavské župě uspořádal referendum o tom, zda se její obyvatelé chtějí stát součástí USA či žít pod patronací Spojených států.	Jestliže prezident USA se údajně mít pochybnosti o přesvědčování na Šumavě Němce, to by stačilo k organizování referenda v šumavském regionu o tom, zda obyvatelé chtějí, aby se stal součástí USA nebo žít pod patronací spojených států.	Pokud prezident USA byl údajně mít pochybnosti o přesvědčování Šumava Němců, bylo by to dost uspořádat referendum v Šumava regionu, zda jeho obyvatelé chtějí, aby se stali součástí USA nebo aby žil pod ochranou Spojených států.
no_id	Though the text of the letter may sound a bit naïve given the contemporary knowledge of post-war history, according to some witnesses it appropriately sketches the expectations of the Sudeten Germans at that time.	Ačkoliv text dopisu může při dnešních znalostech poválečných dějin znít trochu naivně, podle některých pamětníků vhodně dokresluje tehdejší očekávání sudetských Němců.	Ačkoliv znění dopisu může znít trochu naivní, vzhledem k současné znalosti o poválečné historii, podle některých svědků ji náležitě náčrty očekávání sudetských Němců.	Když text dopisu může znít trochu naivní, je mít současnou znalost poválečné historie, podle některých svědků náležitě kreslí očekávání Sudet Němců v té době.
no_id	Even though the Czech Germans had to at least suspect that their displacement from the country would be discussed, almost none of them admitted this possibility at all.	I když čeští Němci museli minimálně tušit, že se bude jednat o jejich odsunu z republiky, jen málokdo z nich si takovou možnost vůbec připouštěl.	Přestože české Němce musel alespoň tušit, že jejich vysídlení ze země by byla projednána, téměř nikdo z nich tuto možnost připustil.	Přestože čeští Němci alespoň museli tušit, že by jejich posun ze země bylo projednáno, téměř nikdo z nich nepřipustil tuto možnost na všechno.
no_id	Some expected that the United States and Great Britain would negotiate a certain type of autonomy for the Sudetenlands.	Někteří čekali, že Spojené státy a Velká Británie vyjednají Sudetům určitý druh autonomie.	Někteří očekávají, že spojené státy a velká Británie by se jednat o určitý druh autonomie pro Sudetenlands.	Některý očekával, že by Spojené státy a Velká Británie vyjednaly určitý typ autonomie pro Sudety.
no_id	Others believed that they would simply remain in Czechoslovakia.	Další věřili, že prostě zůstanou v Československu.	Jiní věřili, že by prostě zůstat v Československu.	Jiní věřili, že by prostě zůstali v Československu.
no_id	The famous journalist Gustav Chalupa, born in České Budějovice, also confirms this.	Potvrzuje to i slavný rakouský novinář Gustav Chalupa, narozený v Českých Budějovicích.	Známý novinář Gustav Chalupa, narozený v Českých Budějovicích, také to potvrzuje.	Slavný Gustav Chalupa novináře narozený v České Budějovice to také potvrzuje.
no_id	As a German from České Budějovice, he was sent to the navy in the Baltic Sea during the war.	Ten byl za války jako budějovický Němec nasazený k námořnictvu na Baltu.	Jako Němec z České Budějovice, byl poslán do námořnictva v baltském moři během války.	Němce z České Budějovice byl poslán námořnictvu v Baltském moři během války.
no_id	When he was captured by the British at the end of the war and placed in a prison camp in Holstein, tens of other Czech Germans went to him so that he would teach them Czech.	Když ho na konci války zajali Britové a umístili ho do zajateckého tábora v Holštýnsku, desítky ostatních českých Němců za ním chodily, aby je učil česky.	Když byl zajat Brity na konci války a umístili do zajateckého tábora v Holstein, desítky dalších českých Němců, šla za ním, aby se naučily česky.	Tak, aby by, kdy byl zajat brit na konci války a být umístěna ve vězeňském táboře v Holštýnsku desítky jiných českých Němců šly do něj učit české.
no_id	"They believed that when they returned home, Czech would come in handy," Chalupa said.	"Oni věřili, že až se vrátí domů, bude se jim čeština hodit," řekl Chalupa.	"Domnívali se, že když se vrátili domů, Čech by přišel vhod," řekl Chalupa.	"Věřili, že by, kdy se vrátili domů, čech přišel vhod," řekl Chalupa.
no_id	According to him, none of the German prisoners living in Czechoslovakia before the war envisaged being displaced from the republic on the basis of the Beneš Decrees.	Nikdo z německých zajatců, žijících před válkou v Československu, podle něj nepočítal s tím, že bude na základě Benešových dekretů odsunut z republiky.	Podle něj nikdo z německé zajatce, žijící v Československu před válkou předpokládá budou vytlačeni z republiky na základě dekretů prezidenta Beneše.	Podle něj nikdo z německých vězňů žijících v Československu před válkou nepočítal, byla vyhnána z republiky o základě Beneše Decrees.
no_id	You don't think - you pay!	Nemyslíš - zaplatíš!	Nemyslíte - zaplaťte!	Nemyslíte - že platíte.
no_id	Emotive campaign attacks drivers	Emotivní kampaň zaútočí na řidiče	Emotivní kampaně útoky řidičů	Emotivní ovladače útoků kampaně.
no_id	The most expensive action aimed at safety on the roads in Czech history.	Nejdražší akce zaměřená na bezpečnost na silnicích v českých dějinách.	Nejnákladnější akce zaměřená na bezpečnost na silnicích v české historii.	Nejdražší akce zaměřila na bezpečnost na silnicích v české historii.
no_id	That's also one way to characterize the emotive media campaign which the Ministry of Transportation plans to launch on Wednesday.	I tak by se dala charakterizovat emotivní mediální kampaň, kterou hodlá ve středu spustit ministerstvo dopravy.	To je také jediný způsob, jak popsat emotivní mediální kampaň, které ministerstvo dopravy plánuje zahájit ve středu.	Je to také jeden způsob charakterizovat emotivní mediální kampaň kterou Ministerstvo dopravy, plánuje, zahájit ve středu.
no_id	The office of minister Aleš Řebíček hopes that it will discourage drivers from behaving dangerously behind the wheel.	Úřad ministra Aleše Řebíčka si od ní slibuje, že odradí řidiče od nebezpečného chování za volantem.	Úřad ministra Aleš Řebíček doufá, že bude odrazovat od nebezpečného chování řidičů za volantem.	Úřad Aleš řebíčku ministra doufá, že odradí řidiče, aby se chovali nebezpečně za volantem.
